class,cycles
fixed,52118470
fixed,53207750
fixed,52970914
fixed,53155002
fixed,52837414
fixed,51721510
fixed,54761550
fixed,51990020
fixed,51599640
fixed,52309198
fixed,51456606
fixed,51000434
fixed,51305142
fixed,52856358
fixed,51330228
fixed,51546678
fixed,52240606
fixed,50665960
fixed,52513234
fixed,50734106
fixed,51928356
fixed,53518132
fixed,52083322
fixed,51032908
fixed,50569318
fixed,52054306
fixed,51488254
fixed,50677486
fixed,50411268
fixed,49918920
fixed,50442098
fixed,55142972
fixed,51920086
fixed,51591092
fixed,51856914
fixed,50825682
fixed,51259474
fixed,51663772
fixed,51214374
fixed,51274944
fixed,50986966
fixed,50539198
fixed,50896396
fixed,52795510
fixed,51059246
fixed,50091662
fixed,51500978
fixed,51908170
fixed,51090436
fixed,51188316
fixed,51101280
fixed,50759898
fixed,51616304
fixed,50648136
fixed,50649566
fixed,50646430
fixed,51547982
fixed,50231988
fixed,51668276
fixed,50076228
fixed,53478318
fixed,53189302
fixed,52834788
fixed,52362200
fixed,50089216
fixed,51534296
fixed,50441028
fixed,51963316
fixed,51257502
fixed,51885024
fixed,50754922
fixed,54276584
fixed,52587270
fixed,52640422
fixed,52628748
fixed,51506666
fixed,51145640
fixed,51892640
fixed,50973902
fixed,51400464
fixed,51619114
fixed,51315346
fixed,51887992
fixed,51448122
fixed,50758674
fixed,51536760
fixed,51279022
fixed,54244240
fixed,53842668
fixed,50673578
fixed,51393270
fixed,50241236
fixed,50840838
fixed,51450866
fixed,52194550
fixed,51388380
fixed,52758728
fixed,50557982
fixed,52081364
fixed,51475342
fixed,51807104
