class,cycles
fixed,44581412
fixed,44571674
fixed,45002806
fixed,44826360
fixed,47307322
fixed,45321242
fixed,45343688
fixed,44877632
fixed,44740126
fixed,45176410
fixed,44589650
fixed,45058320
fixed,44688954
fixed,44830092
fixed,44606398
fixed,44761514
fixed,44608634
fixed,44715096
fixed,46033092
fixed,44818820
fixed,44788580
fixed,44483152
fixed,44403750
fixed,45435502
fixed,45199910
fixed,45315406
fixed,44939230
fixed,44989976
fixed,44458254
fixed,44423292
fixed,44460242
fixed,44391352
fixed,44801802
fixed,45046562
fixed,46981798
fixed,46205636
fixed,44579806
fixed,44388874
fixed,43944674
fixed,44609996
fixed,45104040
fixed,44704180
fixed,44801462
fixed,44664914
fixed,44411314
fixed,44341578
fixed,45423470
fixed,44332484
fixed,44383596
fixed,44644568
fixed,44252904
fixed,44315416
fixed,43891362
fixed,44733092
fixed,44763382
fixed,44177408
fixed,43985670
fixed,44523046
fixed,44442380
fixed,44075350
fixed,44545138
fixed,44173170
fixed,44461318
fixed,44206468
fixed,44540782
fixed,44172426
fixed,44279350
fixed,44365780
fixed,43899522
fixed,44154040
fixed,44203160
fixed,43995552
fixed,44318228
fixed,44524606
fixed,44217490
fixed,44321698
fixed,46299356
fixed,44384296
fixed,44555762
fixed,44150750
fixed,44337624
fixed,44484286
fixed,44054422
fixed,44385626
fixed,44075176
fixed,44325126
fixed,44424062
fixed,44567818
fixed,44359030
fixed,43881134
fixed,44116336
fixed,44177930
fixed,44231342
fixed,44186060
fixed,44221568
fixed,44396630
fixed,46015232
fixed,44339264
fixed,44140558
fixed,43800664
fixed,44491354
fixed,44081766
fixed,43371156
fixed,43674868
fixed,44297180
fixed,44362252
fixed,44311692
fixed,44603048
fixed,44530488
fixed,44519086
fixed,44325112
fixed,43849536
fixed,43869718
fixed,44208300
fixed,44727492
fixed,44131270
fixed,43472144
fixed,44588112
fixed,43816224
fixed,44072676
fixed,44382874
fixed,43863116
fixed,44358316
fixed,44483824
fixed,44329590
fixed,44262250
fixed,44337450
fixed,44241482
fixed,43832066
fixed,43216832
fixed,44379938
fixed,43926162
fixed,44251958
fixed,44611804
fixed,44173692
fixed,43829410
fixed,44605002
fixed,44651814
fixed,43842086
fixed,44528936
fixed,44009710
fixed,43686530
fixed,44261574
fixed,44132788
fixed,44002864
fixed,44430332
fixed,44224878
fixed,44317298
fixed,44071940
fixed,44293634
fixed,44071718
fixed,44360322
fixed,43851990
fixed,44162894
fixed,44565318
fixed,43824376
fixed,51288590
fixed,44255814
fixed,44456374
fixed,44029968
fixed,44914384
fixed,44448392
fixed,44701660
fixed,44241396
fixed,44295964
fixed,44507368
fixed,44718018
fixed,44706580
fixed,44221142
fixed,44613686
fixed,44220626
fixed,44527608
fixed,43528778
fixed,43964674
fixed,44298616
fixed,44460832
fixed,43963450
fixed,44274924
fixed,44938776
fixed,44547704
fixed,44251374
fixed,47812494
fixed,44099710
fixed,44620530
fixed,44279758
fixed,43760962
fixed,44458094
fixed,44502798
fixed,48715954
fixed,44947630
fixed,44456642
fixed,43866430
fixed,44564936
fixed,44684294
fixed,44449408
fixed,44391348
fixed,44528138
fixed,44436700
fixed,43491380
fixed,44340444
fixed,44478752
